V1	I(D1)
6.000000000000014e-01	-9.059999e-11
7.000000000000011e-01	-9.070000e-11
8.000000000000007e-01	-9.080000e-11
9.000000000000004e-01	-9.090000e-11
1.000000000000000e+00	-9.100000e-11
1.100000000000001e+00	-9.110000e-11
1.200000000000001e+00	-9.120000e-11
1.300000000000001e+00	-9.130000e-11
1.400000000000000e+00	-9.140000e-11
1.500000000000000e+00	-9.150000e-11
1.600000000000001e+00	-9.160000e-11
1.700000000000001e+00	-9.170000e-11
1.800000000000001e+00	-9.180000e-11
1.900000000000000e+00	-9.190000e-11
2.000000000000000e+00	-9.200000e-11
2.100000000000001e+00	-9.210000e-11
2.200000000000001e+00	-9.220000e-11
2.300000000000001e+00	-9.230000e-11
2.400000000000000e+00	-9.240000e-11
2.500000000000000e+00	-9.250000e-11
2.600000000000001e+00	-9.260000e-11
2.700000000000001e+00	-9.270000e-11
2.800000000000001e+00	-9.280000e-11
2.900000000000000e+00	-9.290000e-11
3.000000000000000e+00	-9.300000e-11
3.100000000000001e+00	-9.310000e-11
3.200000000000001e+00	-9.320000e-11
3.300000000000001e+00	-9.330000e-11
3.400000000000000e+00	-9.340000e-11
3.500000000000000e+00	-9.350000e-11
3.600000000000001e+00	-9.360000e-11
3.700000000000001e+00	-9.370000e-11
3.800000000000001e+00	-9.380000e-11
3.900000000000000e+00	-9.390000e-11
4.000000000000000e+00	-9.400000e-11
4.100000000000001e+00	-9.410000e-11
4.200000000000001e+00	-9.420000e-11
4.300000000000001e+00	-9.430000e-11
4.400000000000000e+00	-9.440000e-11
4.500000000000000e+00	-9.450000e-11
4.600000000000001e+00	-9.460000e-11
4.700000000000001e+00	-9.470000e-11
4.800000000000001e+00	-9.480000e-11
4.900000000000000e+00	-9.490000e-11
5.000000000000000e+00	-9.500000e-11
5.100000000000001e+00	-9.510000e-11
5.200000000000001e+00	-9.520000e-11
5.300000000000001e+00	-9.530000e-11
5.400000000000000e+00	-9.540000e-11
5.500000000000000e+00	-9.550000e-11
5.600000000000001e+00	-9.560000e-11
5.700000000000001e+00	-9.570000e-11
5.800000000000001e+00	-9.580000e-11
5.900000000000000e+00	-9.590000e-11
6.000000000000000e+00	-9.600000e-11
6.100000000000001e+00	-9.610000e-11
6.199999999999999e+00	-9.620000e-11
6.300000000000001e+00	-9.630000e-11
6.400000000000002e+00	-9.640000e-11
6.500000000000000e+00	-9.650000e-11
6.600000000000001e+00	-9.660000e-11
6.699999999999999e+00	-9.670000e-11
6.800000000000001e+00	-9.680000e-11
6.900000000000002e+00	-9.690000e-11
7.000000000000000e+00	-9.700000e-11
7.100000000000001e+00	-9.710000e-11
7.199999999999999e+00	-9.720000e-11
7.300000000000001e+00	-9.730000e-11
7.400000000000002e+00	-9.740000e-11
7.500000000000000e+00	-9.750000e-11
7.600000000000001e+00	-9.760000e-11
7.699999999999999e+00	-9.770000e-11
7.800000000000001e+00	-9.780000e-11
7.900000000000002e+00	-9.790000e-11
8.000000000000000e+00	-9.800000e-11
8.100000000000001e+00	-9.810000e-11
8.199999999999999e+00	-9.820000e-11
8.300000000000001e+00	-9.830000e-11
8.400000000000002e+00	-9.840000e-11
8.500000000000000e+00	-9.850000e-11
8.600000000000001e+00	-9.860000e-11
8.699999999999999e+00	-9.870000e-11
8.800000000000001e+00	-9.880000e-11
8.900000000000002e+00	-9.890000e-11
9.000000000000000e+00	-9.900000e-11
9.100000000000001e+00	-9.910000e-11
9.200000000000003e+00	-9.920000e-11
9.300000000000001e+00	-9.930000e-11
9.400000000000002e+00	-9.940000e-11
9.500000000000000e+00	-9.950000e-11
9.600000000000001e+00	-9.960000e-11
9.700000000000003e+00	-9.970000e-11
9.800000000000001e+00	-9.980000e-11
9.900000000000002e+00	-9.990000e-11
1.000000000000000e+01	-1.000000e-10
1.010000000000000e+01	-1.001000e-10
1.020000000000000e+01	-1.002000e-10
1.030000000000000e+01	-1.003000e-10
1.040000000000000e+01	-1.004000e-10
1.050000000000000e+01	-1.005000e-10
1.060000000000000e+01	-1.006000e-10
1.070000000000000e+01	-1.007000e-10
1.080000000000000e+01	-1.008000e-10
1.090000000000000e+01	-1.009000e-10
1.100000000000000e+01	-1.010000e-10
1.110000000000000e+01	-1.011000e-10
1.120000000000000e+01	-1.012000e-10
1.130000000000000e+01	-1.013000e-10
1.140000000000000e+01	-1.014000e-10
1.150000000000000e+01	-1.015000e-10
1.160000000000000e+01	-1.016000e-10
1.170000000000000e+01	-1.017000e-10
1.180000000000000e+01	-1.018000e-10
1.190000000000000e+01	-1.019000e-10
1.200000000000000e+01	-1.020000e-10
1.210000000000000e+01	-1.021000e-10
1.220000000000000e+01	-1.022000e-10
1.230000000000000e+01	-1.023000e-10
1.240000000000000e+01	-1.024000e-10
1.250000000000000e+01	-1.025000e-10
1.260000000000000e+01	-1.026000e-10
1.270000000000000e+01	-1.027000e-10
1.280000000000000e+01	-1.028000e-10
1.290000000000000e+01	-1.029000e-10
1.300000000000000e+01	-1.030000e-10
1.310000000000000e+01	-1.031000e-10
1.320000000000000e+01	-1.032000e-10
1.330000000000000e+01	-1.033000e-10
1.340000000000000e+01	-1.034000e-10
1.350000000000000e+01	-1.035000e-10
1.360000000000000e+01	-1.036000e-10
1.370000000000000e+01	-1.037000e-10
1.380000000000000e+01	-1.038000e-10
1.390000000000000e+01	-1.039000e-10
1.400000000000000e+01	-1.040000e-10
1.410000000000000e+01	-1.041000e-10
1.420000000000000e+01	-1.042000e-10
1.430000000000000e+01	-1.043000e-10
1.440000000000000e+01	-1.044000e-10
1.450000000000000e+01	-1.045000e-10
1.460000000000000e+01	-1.046000e-10
1.470000000000000e+01	-1.047000e-10
1.480000000000000e+01	-1.048000e-10
1.490000000000000e+01	-1.049000e-10
1.500000000000000e+01	-1.050000e-10
1.510000000000000e+01	-1.051000e-10
1.520000000000000e+01	-1.052000e-10
1.530000000000000e+01	-1.053000e-10
1.540000000000000e+01	-1.054000e-10
1.550000000000000e+01	-1.055000e-10
1.560000000000000e+01	-1.056000e-10
1.570000000000000e+01	-1.057000e-10
1.580000000000000e+01	-1.058000e-10
1.590000000000000e+01	-1.059000e-10
1.600000000000000e+01	-1.060000e-10
1.610000000000000e+01	-1.061000e-10
1.620000000000000e+01	-1.062000e-10
1.630000000000000e+01	-1.063000e-10
1.640000000000000e+01	-1.064000e-10
1.650000000000000e+01	-1.065000e-10
1.660000000000000e+01	-1.066000e-10
1.670000000000000e+01	-1.067000e-10
1.680000000000000e+01	-1.068000e-10
1.690000000000000e+01	-1.069000e-10
1.700000000000000e+01	-1.070000e-10
1.710000000000000e+01	-1.071000e-10
1.720000000000000e+01	-1.072000e-10
1.730000000000000e+01	-1.073000e-10
1.740000000000000e+01	-1.074000e-10
1.750000000000000e+01	-1.075000e-10
1.760000000000000e+01	-1.076000e-10
1.770000000000000e+01	-1.077000e-10
1.780000000000000e+01	-1.078000e-10
1.790000000000000e+01	-1.079000e-10
1.800000000000000e+01	-1.080000e-10
1.810000000000000e+01	-1.081000e-10
1.820000000000000e+01	-1.082000e-10
1.830000000000000e+01	-1.083000e-10
1.840000000000000e+01	-1.084000e-10
1.850000000000000e+01	-1.085000e-10
1.860000000000000e+01	-1.086000e-10
1.870000000000000e+01	-1.087000e-10
1.880000000000000e+01	-1.088000e-10
1.890000000000000e+01	-1.089000e-10
1.900000000000000e+01	-1.090000e-10
1.910000000000000e+01	-1.091000e-10
1.920000000000000e+01	-1.092000e-10
1.930000000000000e+01	-1.093000e-10
1.940000000000000e+01	-1.094000e-10
1.950000000000000e+01	-1.095000e-10
1.960000000000000e+01	-1.096000e-10
1.970000000000000e+01	-1.097000e-10
1.980000000000000e+01	-1.098000e-10
1.990000000000000e+01	-1.099000e-10
2.000000000000000e+01	-1.100000e-10
2.010000000000000e+01	-1.101000e-10
2.020000000000000e+01	-1.102000e-10
2.030000000000000e+01	-1.103000e-10
2.040000000000000e+01	-1.104000e-10
2.050000000000000e+01	-1.105000e-10
2.060000000000000e+01	-1.106000e-10
2.070000000000000e+01	-1.107000e-10
2.080000000000000e+01	-1.108000e-10
2.090000000000000e+01	-1.109000e-10
2.100000000000000e+01	-1.110000e-10
2.110000000000000e+01	-1.111000e-10
2.120000000000000e+01	-1.112000e-10
2.130000000000000e+01	-1.113000e-10
2.140000000000000e+01	-1.114000e-10
2.150000000000000e+01	-1.115000e-10
2.160000000000000e+01	-1.116000e-10
2.170000000000000e+01	-1.117000e-10
2.180000000000000e+01	-1.118000e-10
2.190000000000000e+01	-1.119000e-10
2.200000000000000e+01	-1.120000e-10
2.210000000000000e+01	-1.121000e-10
2.220000000000000e+01	-1.122000e-10
2.230000000000000e+01	-1.123000e-10
2.240000000000000e+01	-1.124000e-10
2.250000000000000e+01	-1.125000e-10
2.260000000000000e+01	-1.126000e-10
2.270000000000000e+01	-1.127000e-10
2.280000000000000e+01	-1.128000e-10
2.290000000000000e+01	-1.129000e-10
2.300000000000000e+01	-1.130000e-10
2.310000000000000e+01	-1.131000e-10
2.320000000000000e+01	-1.132000e-10
2.330000000000000e+01	-1.133000e-10
2.340000000000000e+01	-1.134000e-10
2.350000000000000e+01	-1.135000e-10
2.360000000000000e+01	-1.136000e-10
2.370000000000000e+01	-1.137000e-10
2.380000000000000e+01	-1.138000e-10
2.390000000000000e+01	-1.139000e-10
2.400000000000000e+01	-1.140000e-10
2.410000000000000e+01	-1.141000e-10
2.420000000000000e+01	-1.142000e-10
2.430000000000000e+01	-1.143000e-10
2.440000000000000e+01	-1.144000e-10
2.450000000000000e+01	-1.145000e-10
2.460000000000000e+01	-1.146000e-10
2.470000000000000e+01	-1.147000e-10
2.480000000000000e+01	-1.148000e-10
2.490000000000000e+01	-1.149000e-10
2.500000000000000e+01	-1.150000e-10
2.510000000000000e+01	-1.151000e-10
2.520000000000000e+01	-1.152000e-10
2.530000000000000e+01	-1.153000e-10
2.540000000000000e+01	-1.154000e-10
2.550000000000000e+01	-1.155000e-10
2.560000000000000e+01	-1.156000e-10
2.570000000000000e+01	-1.157000e-10
2.580000000000000e+01	-1.158000e-10
2.590000000000000e+01	-1.159000e-10
2.600000000000000e+01	-1.160000e-10
2.610000000000000e+01	-1.161000e-10
2.620000000000000e+01	-1.162000e-10
2.630000000000000e+01	-1.163000e-10
2.640000000000000e+01	-1.164000e-10
2.650000000000000e+01	-1.165000e-10
2.660000000000000e+01	-1.166000e-10
2.670000000000000e+01	-1.167000e-10
2.680000000000000e+01	-1.168000e-10
2.690000000000000e+01	-1.169000e-10
2.700000000000000e+01	-1.170000e-10
2.710000000000000e+01	-1.171000e-10
2.720000000000000e+01	-1.172000e-10
2.730000000000000e+01	-1.173000e-10
2.740000000000000e+01	-1.174000e-10
2.750000000000000e+01	-1.175000e-10
2.760000000000000e+01	-1.176000e-10
2.770000000000000e+01	-1.177000e-10
2.780000000000000e+01	-1.178000e-10
2.790000000000000e+01	-1.179000e-10
2.800000000000000e+01	-1.180000e-10
2.810000000000000e+01	-1.181000e-10
2.820000000000000e+01	-1.182000e-10
2.830000000000000e+01	-1.183000e-10
2.840000000000001e+01	-1.184000e-10
2.850000000000000e+01	-1.185000e-10
2.860000000000000e+01	-1.186000e-10
2.870000000000000e+01	-1.187000e-10
2.880000000000000e+01	-1.188000e-10
2.890000000000001e+01	-1.189000e-10
2.900000000000000e+01	-1.190000e-10
2.910000000000000e+01	-1.191000e-10
2.920000000000000e+01	-1.192000e-10
2.930000000000000e+01	-1.193000e-10
2.940000000000001e+01	-1.194000e-10
2.950000000000000e+01	-1.195000e-10
2.960000000000000e+01	-1.196000e-10
2.970000000000000e+01	-1.197000e-10
2.980000000000000e+01	-1.198000e-10
2.990000000000001e+01	-1.199000e-10
3.000000000000000e+01	-1.200000e-10
3.010000000000000e+01	-1.201000e-10
3.020000000000000e+01	-1.202000e-10
3.030000000000000e+01	-1.203000e-10
3.040000000000001e+01	-1.204000e-10
3.050000000000000e+01	-1.205000e-10
3.060000000000000e+01	-1.206000e-10
3.070000000000000e+01	-1.207000e-10
3.080000000000000e+01	-1.208000e-10
3.090000000000001e+01	-1.209000e-10
3.100000000000000e+01	-1.210000e-10
3.110000000000000e+01	-1.211000e-10
3.120000000000000e+01	-1.212000e-10
3.130000000000000e+01	-1.213000e-10
3.140000000000001e+01	-1.214000e-10
3.150000000000000e+01	-1.215000e-10
3.160000000000000e+01	-1.216000e-10
3.170000000000000e+01	-1.217000e-10
3.180000000000000e+01	-1.218000e-10
3.190000000000001e+01	-1.219000e-10
3.200000000000000e+01	-1.220000e-10
3.210000000000000e+01	-1.221000e-10
3.220000000000000e+01	-1.222000e-10
3.230000000000000e+01	-1.223000e-10
3.240000000000001e+01	-1.224000e-10
3.250000000000000e+01	-1.225000e-10
3.260000000000000e+01	-1.226000e-10
3.270000000000000e+01	-1.227000e-10
3.280000000000000e+01	-1.228000e-10
3.290000000000001e+01	-1.229000e-10
3.300000000000000e+01	-1.230000e-10
3.310000000000000e+01	-1.231000e-10
3.320000000000000e+01	-1.232000e-10
3.330000000000000e+01	-1.233000e-10
3.340000000000001e+01	-1.234000e-10
3.350000000000000e+01	-1.235000e-10
3.360000000000000e+01	-1.236000e-10
3.370000000000000e+01	-1.237000e-10
3.380000000000000e+01	-1.238000e-10
3.390000000000001e+01	-1.239000e-10
3.400000000000000e+01	-1.240000e-10
3.410000000000000e+01	-1.241000e-10
3.420000000000000e+01	-1.242000e-10
3.430000000000000e+01	-1.243000e-10
3.440000000000001e+01	-1.244000e-10
3.450000000000000e+01	-1.245000e-10
3.460000000000000e+01	-1.246000e-10
3.470000000000000e+01	-1.247000e-10
3.480000000000000e+01	-1.248000e-10
3.490000000000001e+01	-1.249000e-10
3.500000000000000e+01	-1.250000e-10
3.510000000000000e+01	-1.251000e-10
3.520000000000000e+01	-1.252000e-10
3.530000000000000e+01	-1.253000e-10
3.540000000000001e+01	-1.254000e-10
3.550000000000000e+01	-1.255000e-10
3.560000000000000e+01	-1.256000e-10
3.570000000000000e+01	-1.257000e-10
3.580000000000000e+01	-1.258000e-10
3.590000000000001e+01	-1.259000e-10
3.600000000000000e+01	-1.260000e-10
3.610000000000000e+01	-1.261000e-10
3.620000000000000e+01	-1.262000e-10
3.630000000000000e+01	-1.263000e-10
3.640000000000001e+01	-1.264000e-10
3.650000000000000e+01	-1.265000e-10
3.660000000000000e+01	-1.266000e-10
3.670000000000000e+01	-1.267000e-10
3.680000000000000e+01	-1.268000e-10
3.690000000000001e+01	-1.269000e-10
3.700000000000000e+01	-1.270000e-10
3.710000000000000e+01	-1.271000e-10
3.720000000000000e+01	-1.272000e-10
3.730000000000000e+01	-1.273000e-10
3.740000000000001e+01	-1.274000e-10
3.750000000000000e+01	-1.275000e-10
3.760000000000000e+01	-1.276000e-10
3.770000000000000e+01	-1.277000e-10
3.780000000000000e+01	-1.278000e-10
3.790000000000001e+01	-1.279000e-10
3.800000000000000e+01	-1.280000e-10
3.810000000000000e+01	-1.281000e-10
3.820000000000000e+01	-1.282000e-10
3.830000000000000e+01	-1.283000e-10
3.840000000000001e+01	-1.284000e-10
3.850000000000000e+01	-1.285000e-10
3.860000000000000e+01	-1.286000e-10
3.870000000000000e+01	-1.287000e-10
3.880000000000000e+01	-1.288000e-10
3.890000000000001e+01	-1.289000e-10
3.900000000000000e+01	-1.290000e-10
3.910000000000000e+01	-1.291000e-10
3.920000000000000e+01	-1.292000e-10
3.930000000000000e+01	-1.293000e-10
3.940000000000001e+01	-1.294000e-10
3.950000000000000e+01	-1.295000e-10
3.960000000000000e+01	-1.296000e-10
3.970000000000000e+01	-1.297000e-10
3.980000000000000e+01	-1.298000e-10
3.990000000000001e+01	-1.299000e-10
4.000000000000000e+01	-1.300000e-10
4.010000000000000e+01	-1.301000e-10
4.020000000000000e+01	-1.302000e-10
4.030000000000000e+01	-1.303000e-10
4.040000000000001e+01	-1.304000e-10
4.050000000000000e+01	-1.305000e-10
4.060000000000000e+01	-1.306000e-10
4.070000000000000e+01	-1.307000e-10
4.080000000000000e+01	-1.308000e-10
4.090000000000001e+01	-1.309000e-10
4.100000000000000e+01	-1.310000e-10
4.110000000000000e+01	-1.311000e-10
4.120000000000000e+01	-1.312000e-10
4.130000000000000e+01	-1.313000e-10
4.140000000000001e+01	-1.314000e-10
4.150000000000000e+01	-1.315000e-10
4.160000000000000e+01	-1.316000e-10
4.170000000000000e+01	-1.317000e-10
4.180000000000000e+01	-1.318000e-10
4.190000000000001e+01	-1.319000e-10
4.200000000000000e+01	-1.320000e-10
4.210000000000000e+01	-1.321000e-10
4.220000000000000e+01	-1.322000e-10
4.230000000000000e+01	-1.323000e-10
4.240000000000001e+01	-1.324000e-10
4.250000000000000e+01	-1.325000e-10
4.260000000000000e+01	-1.326000e-10
4.270000000000000e+01	-1.327000e-10
4.280000000000000e+01	-1.328000e-10
4.290000000000001e+01	-1.329000e-10
4.300000000000000e+01	-1.330000e-10
4.310000000000000e+01	-1.331000e-10
4.320000000000000e+01	-1.332000e-10
4.330000000000000e+01	-1.333000e-10
4.340000000000001e+01	-1.334000e-10
4.350000000000000e+01	-1.335000e-10
4.360000000000000e+01	-1.336000e-10
4.370000000000000e+01	-1.337000e-10
4.380000000000000e+01	-1.338000e-10
4.390000000000001e+01	-1.339000e-10
4.400000000000000e+01	-1.340000e-10
4.410000000000000e+01	-1.341000e-10
4.420000000000000e+01	-1.342000e-10
4.430000000000000e+01	-1.343000e-10
4.440000000000001e+01	-1.344000e-10
4.450000000000000e+01	-1.345000e-10
4.460000000000000e+01	-1.346000e-10
4.470000000000000e+01	-1.347000e-10
4.480000000000000e+01	-1.348000e-10
4.490000000000001e+01	-1.349000e-10
4.500000000000000e+01	-1.350000e-10
4.510000000000000e+01	-1.351000e-10
4.520000000000000e+01	-1.352000e-10
4.530000000000000e+01	-1.353000e-10
4.540000000000001e+01	-1.354000e-10
4.550000000000000e+01	-1.355000e-10
4.560000000000000e+01	-1.356000e-10
4.570000000000000e+01	-1.357000e-10
4.580000000000000e+01	-1.358000e-10
4.590000000000001e+01	-1.359000e-10
4.600000000000000e+01	-1.360000e-10
4.610000000000000e+01	-1.361000e-10
4.620000000000000e+01	-1.362000e-10
4.630000000000000e+01	-1.363000e-10
4.640000000000001e+01	-1.364000e-10
4.650000000000000e+01	-1.365000e-10
4.660000000000000e+01	-1.366000e-10
4.670000000000000e+01	-1.367000e-10
4.680000000000000e+01	-1.368000e-10
4.690000000000001e+01	-1.369000e-10
4.700000000000000e+01	-1.370000e-10
4.710000000000000e+01	-1.371000e-10
4.720000000000000e+01	-1.372000e-10
4.730000000000000e+01	-1.373000e-10
4.740000000000001e+01	-1.374000e-10
4.750000000000000e+01	-1.375000e-10
4.760000000000000e+01	-1.376000e-10
4.770000000000000e+01	-1.377000e-10
4.780000000000000e+01	-1.378000e-10
4.790000000000001e+01	-1.379000e-10
4.800000000000000e+01	-1.380000e-10
4.810000000000000e+01	-1.381000e-10
4.820000000000000e+01	-1.382000e-10
4.830000000000000e+01	-1.383000e-10
4.840000000000001e+01	-1.384000e-10
4.850000000000000e+01	-1.385000e-10
4.860000000000000e+01	-1.386000e-10
4.870000000000000e+01	-1.387000e-10
4.880000000000000e+01	-1.388000e-10
4.890000000000001e+01	-1.389000e-10
4.900000000000000e+01	-1.390000e-10
4.910000000000000e+01	-1.391000e-10
4.920000000000000e+01	-1.392000e-10
4.930000000000000e+01	-1.393000e-10
4.940000000000001e+01	-1.394000e-10
4.950000000000000e+01	-1.395000e-10
4.960000000000000e+01	-1.396000e-10
4.970000000000000e+01	-1.397000e-10
4.980000000000000e+01	-1.398000e-10
4.990000000000001e+01	-1.399000e-10
5.000000000000000e+01	-1.400000e-10
5.010000000000000e+01	-1.401000e-10
5.020000000000000e+01	-1.402000e-10
5.030000000000000e+01	-1.403000e-10
5.040000000000001e+01	-1.404000e-10
5.050000000000000e+01	-1.405000e-10
5.060000000000000e+01	-1.406000e-10
5.070000000000000e+01	-1.407000e-10
5.080000000000000e+01	-1.408000e-10
5.090000000000001e+01	-1.409000e-10
5.100000000000000e+01	-1.410000e-10
5.110000000000000e+01	-1.411000e-10
5.120000000000000e+01	-1.412000e-10
5.130000000000000e+01	-1.413000e-10
5.140000000000001e+01	-1.414000e-10
5.150000000000000e+01	-1.415000e-10
5.160000000000000e+01	-1.416000e-10
5.170000000000000e+01	-1.417000e-10
5.180000000000000e+01	-1.418000e-10
5.190000000000001e+01	-1.419000e-10
5.200000000000000e+01	-1.420000e-10
5.210000000000000e+01	-1.421000e-10
5.220000000000000e+01	-1.422000e-10
5.230000000000000e+01	-1.423000e-10
5.240000000000001e+01	-1.424000e-10
5.250000000000000e+01	-1.425000e-10
5.260000000000000e+01	-1.426000e-10
5.270000000000000e+01	-1.427000e-10
5.280000000000000e+01	-1.428000e-10
5.290000000000001e+01	-1.429000e-10
5.300000000000000e+01	-1.430000e-10
5.310000000000000e+01	-1.431000e-10
5.320000000000000e+01	-1.432000e-10
5.330000000000000e+01	-1.433000e-10
5.340000000000001e+01	-1.434000e-10
5.350000000000000e+01	-1.435000e-10
5.360000000000000e+01	-1.436000e-10
5.370000000000000e+01	-1.437000e-10
5.380000000000000e+01	-1.438000e-10
5.390000000000001e+01	-1.439000e-10
5.400000000000000e+01	-1.440000e-10
5.410000000000001e+01	-1.441000e-10
5.420000000000000e+01	-1.442000e-10
5.430000000000000e+01	-1.443000e-10
5.440000000000001e+01	-1.444000e-10
5.450000000000000e+01	-1.445000e-10
5.460000000000001e+01	-1.446000e-10
5.470000000000000e+01	-1.447000e-10
5.480000000000000e+01	-1.448000e-10
5.490000000000001e+01	-1.449000e-10
5.500000000000000e+01	-1.450000e-10
5.510000000000001e+01	-1.451000e-10
5.520000000000000e+01	-1.452000e-10
5.530000000000000e+01	-1.453000e-10
5.540000000000001e+01	-1.454000e-10
5.550000000000000e+01	-1.455000e-10
5.560000000000001e+01	-1.456000e-10
5.570000000000000e+01	-1.457000e-10
5.580000000000000e+01	-1.458000e-10
5.590000000000001e+01	-1.459000e-10
5.600000000000000e+01	-1.460000e-10
5.610000000000001e+01	-1.461000e-10
5.620000000000000e+01	-1.462000e-10
5.630000000000000e+01	-1.463000e-10
5.640000000000001e+01	-1.464000e-10
5.650000000000000e+01	-1.465000e-10
5.660000000000001e+01	-1.466000e-10
5.670000000000000e+01	-1.467000e-10
5.680000000000000e+01	-1.468000e-10
5.690000000000001e+01	-1.469000e-10
5.700000000000000e+01	-1.470000e-10
5.710000000000001e+01	-1.471000e-10
5.720000000000000e+01	-1.472000e-10
5.730000000000000e+01	-1.473000e-10
5.740000000000001e+01	-1.474000e-10
5.750000000000000e+01	-1.475000e-10
5.760000000000001e+01	-1.476000e-10
5.770000000000000e+01	-1.477000e-10
5.780000000000000e+01	-1.478000e-10
5.790000000000001e+01	-1.479000e-10
5.800000000000000e+01	-1.480000e-10
5.810000000000001e+01	-1.481000e-10
5.820000000000000e+01	-1.482000e-10
5.830000000000000e+01	-1.483000e-10
5.840000000000001e+01	-1.484000e-10
5.850000000000000e+01	-1.485000e-10
5.860000000000001e+01	-1.486000e-10
5.870000000000000e+01	-1.487000e-10
5.880000000000000e+01	-1.488000e-10
5.890000000000001e+01	-1.489000e-10
5.900000000000000e+01	-1.490000e-10
5.910000000000001e+01	-1.491000e-10
5.920000000000000e+01	-1.492000e-10
5.930000000000000e+01	-1.493000e-10
5.940000000000001e+01	-1.494000e-10
5.950000000000000e+01	-1.495000e-10
5.960000000000001e+01	-1.496000e-10
5.970000000000000e+01	-1.497000e-10
5.980000000000000e+01	-1.498000e-10
